Src,Dst,
8,26,
8,27,
8,28,
8,30,
8,31,
8,32,
8,33,
8,34,
8,35,
8,36,
8,37,
8,38,
8,39,
8,42,
8,44,
8,46,
8,49,
8,50,
8,51,
8,52,
8,53,
8,54,
8,55,
8,56,
8,57,
8,58,
8,60,
8,61,
8,62,
8,63,
8,64,
8,66,
8,67,
8,69,
8,71,
8,72,
8,73,
8,74,
8,76,
8,77,
8,79,
8,80,
8,81,
8,82,
8,83,
8,84,
8,87,
8,88,
8,89,
8,90,
8,91,
8,92,
8,93,
8,94,
8,95,
8,96,
8,98,
8,99,
8,100,
8,101,
8,102,
8,103,
8,104,
8,105,
8,106,
9,0,
9,1,
9,2,
9,3,
9,4,
9,5,
9,7,
9,8,
9,9,
9,10,
9,11,
9,12,
9,13,
9,14,
9,15,
9,16,
9,17,
9,18,
9,19,
9,20,
9,21,
9,22,
9,23,
9,25,
9,26,
9,27,
9,28,
9,30,
9,31,
9,32,
9,33,
9,34,
9,35,
9,36,
9,37,
9,38,
9,41,
9,42,
9,43,
9,44,
9,45,
9,46,
9,49,
9,50,
9,51,
9,52,
9,53,
9,54,
9,55,
9,56,
9,57,
9,58,
9,59,
9,60,
9,61,
9,62,
9,63,
9,64,
9,65,
9,66,
9,67,
9,68,
9,69,
9,70,
9,71,
9,73,
9,74,
9,76,
9,78,
9,80,
9,81,
9,82,
9,83,
9,84,
9,85,
9,87,
9,88,
9,89,
9,90,
9,91,
9,92,
9,93,
9,94,
9,95,
9,96,
9,98,
9,99,
9,100,
9,102,
9,103,
9,104,
9,105,
9,106,
9,107,
10,1,
10,4,
10,7,
10,8,
10,9,
10,10,
10,11,
10,12,
10,13,
10,15,
10,17,
10,19,
10,20,
10,21,
10,25,
10,26,
10,27,
10,30,
10,35,
10,36,
10,37,
10,42,
10,44,
10,46,
10,50,
10,51,
10,52,
10,53,
10,54,
10,55,
10,56,
10,57,
10,60,
10,61,
10,63,
10,64,
10,66,
10,67,
10,73,
10,76,
10,80,
10,82,
10,83,
10,84,
10,88,
10,90,
10,91,
10,92,
10,94,
10,95,
10,99,
10,100,
10,103,
10,104,
10,106,
11,0,
11,1,
11,2,
11,5,
11,7,
11,8,
11,9,
11,10,
11,11,
11,12,
11,13,
11,14,
11,15,
11,16,
11,17,
11,18,
11,19,
11,20,
11,21,
11,22,
11,23,
11,25,
11,26,
11,27,
11,29,
11,30,
11,31,
11,32,
11,33,
11,34,
11,35,
11,36,
11,37,
11,38,
11,39,
11,41,
11,42,
11,43,
11,44,
11,45,
11,46,
11,49,
11,50,
11,51,
11,52,
11,53,
11,54,
11,55,
11,56,
11,57,
11,58,
11,60,
11,61,
11,62,
11,63,
11,64,
11,65,
11,66,
11,67,
11,68,
11,69,
11,71,
11,72,
11,73,
11,74,
11,75,
11,76,
11,77,
11,78,
11,79,
11,80,
11,81,
11,82,
11,83,
11,84,
11,85,
11,87,
11,88,
11,89,
11,90,
11,91,
11,92,
11,93,
11,94,
11,95,
11,96,
11,98,
11,99,
11,100,
11,101,
11,102,
11,103,
11,104,
11,105,
11,106,
11,107,
12,0,
12,1,
12,2,
12,3,
12,4,
12,5,
12,7,
12,8,
12,9,
12,10,
12,11,
12,12,
12,13,
12,14,
12,15,
12,16,
12,17,
12,18,
12,19,
12,20,
12,21,
12,22,
12,23,
12,25,
12,26,
12,27,
12,28,
12,30,
12,31,
12,32,
12,33,
12,34,
12,35,
12,36,
12,37,
12,38,
12,39,
12,41,
12,42,
12,43,
12,44,
12,45,
12,46,
12,47,
12,49,
12,50,
12,51,
12,52,
12,53,
12,54,
12,55,
12,56,
12,57,
12,58,
12,59,
12,60,
12,61,
12,62,
12,63,
12,64,
12,65,
12,66,
12,67,
12,68,
12,69,
12,70,
12,71,
12,73,
12,74,
12,76,
12,77,
12,78,
12,79,
12,80,
12,81,
12,82,
12,83,
12,84,
12,86,
12,87,
12,88,
12,89,
12,90,
12,91,
12,92,
12,93,
12,94,
12,95,
12,96,
12,98,
12,99,
12,100,
12,101,
12,102,
12,103,
12,104,
12,105,
12,106,
12,107,
13,1,
13,7,
13,8,
13,9,
13,10,
13,11,
13,12,
13,13,
13,14,
13,15,
13,16,
13,17,
13,19,
13,20,
13,21,
13,22,
13,23,
13,25,
13,26,
13,27,
13,30,
13,32,
13,35,
13,36,
13,37,
13,38,
13,39,
13,42,
13,43,
13,44,
13,45,
13,46,
13,49,
13,50,
13,51,
13,52,
13,53,
13,54,
13,55,
13,56,
13,57,
13,58,
13,60,
13,61,
13,62,
13,63,
13,64,
13,66,
13,67,
13,68,
13,69,
13,71,
13,73,
13,76,
13,79,
13,80,
13,81,
13,82,
13,84,
13,87,
13,89,
13,90,
13,91,
13,93,
13,94,
13,96,
13,99,
13,100,
13,103,
13,104,
13,106,
13,107,
14,7,
14,8,
14,9,
14,11,
14,12,
14,13,
14,14,
14,16,
14,17,
14,19,
14,20,
14,21,
14,23,
14,25,
14,26,
14,32,
14,35,
14,44,
14,49,
14,52,
14,53,
14,54,
14,57,
14,58,
14,62,
14,63,
14,64,
14,66,
14,67,
14,68,
14,71,
14,73,
14,76,
14,81,
14,82,
14,91,
14,99,
14,100,
14,103,
14,104,
14,106,
14,107,
15,0,
15,1,
15,2,
15,3,
15,5,
15,7,
15,8,
15,9,
15,10,
15,11,
15,12,
15,13,
15,15,
15,16,
15,17,
15,18,
15,19,
15,20,
15,21,
15,22,
15,23,
15,25,
15,26,
15,27,
15,28,
15,29,
15,30,
15,31,
15,32,
15,33,
15,34,
15,35,
15,36,
15,37,
15,38,
15,39,
15,41,
15,42,
15,44,
15,45,
15,46,
15,49,
15,50,
15,51,
15,52,
15,53,
15,54,
15,55,
15,56,
15,57,
15,58,
15,59,
15,60,
15,61,
15,62,
15,63,
15,64,
15,65,
15,66,
15,67,
15,68,
15,69,
15,70,
15,71,
15,72,
15,73,
15,74,
15,76,
15,77,
15,78,
15,79,
15,80,
15,81,
15,82,
15,83,
15,84,
15,85,
15,86,
15,87,
15,88,
15,89,
15,90,
15,91,
15,93,
15,94,
15,95,
15,96,
15,98,
15,99,
15,100,
15,101,
15,102,
15,103,
15,104,
15,105,
15,106,
15,107,
16,0,
16,1,
16,2,
16,5,
16,7,
16,8,
16,9,
16,11,
16,12,
16,13,
16,14,
16,15,
16,16,
16,17,
16,18,
16,19,
16,20,
16,21,
16,23,
16,25,
16,26,
16,27,
16,30,
16,31,
16,32,
16,33,
16,35,
16,36,
16,37,
16,38,
16,39,
16,41,
16,42,
16,44,
16,45,
16,46,
16,49,
16,50,
16,51,
16,52,
16,53,
16,54,
16,55,
16,56,
16,57,
16,60,
16,61,
16,62,
16,63,
16,64,
16,65,
16,66,
16,67,
16,68,
16,69,
16,71,
16,73,
16,74,
16,76,
16,77,
16,79,
16,80,
16,81,
16,82,
16,84,
16,87,
16,88,
16,89,
16,90,
16,91,
16,93,
16,94,
16,95,
16,96,
16,99,
16,100,
16,101,
16,102,
16,103,
16,104,
16,105,
16,106,
16,107,
17,1,
17,7,
17,8,
17,9,
17,10,
17,11,
17,12,
17,13,
17,14,
17,15,
17,16,
17,17,
17,18,
17,19,
17,20,
17,21,
17,23,
17,25,
17,26,
17,27,
17,30,
17,35,
17,36,
17,37,
17,39,
17,42,
17,44,
17,46,
17,49,
17,50,
17,51,
17,52,
17,53,
17,54,
17,56,
17,57,
17,60,
17,63,
17,64,
17,66,
17,67,
17,68,
17,69,
17,73,
17,76,
17,80,
17,82,
17,84,
17,87,
17,90,
17,91,
17,92,
17,93,
17,94,
17,95,
17,96,
17,100,
17,102,
17,103,
17,104,
17,105,
17,106,
18,1,
18,7,
18,8,
18,9,
18,11,
18,12,
18,15,
18,16,
18,17,
18,18,
18,19,
18,20,
18,21,
18,25,
18,26,
18,27,
18,28,
18,30,
18,35,
18,36,
18,39,
18,44,
18,46,
18,47,
18,50,
18,51,
18,52,
18,53,
18,54,
18,56,
18,60,
18,61,
18,63,
18,64,
18,66,
18,67,
18,69,
18,73,
18,74,
18,76,
18,80,
18,82,
18,84,
18,88,
18,90,
18,91,
18,95,
18,99,
18,100,
18,102,
18,103,
18,106,
18,107,
19,0,
19,1,
19,2,
19,4,
19,5,
19,7,
19,8,
19,9,
19,10,
19,11,
19,12,
19,13,
19,14,
19,15,
19,16,
19,17,
19,18,
19,19,
19,20,
19,21,
19,23,
19,25,
19,26,
19,27,
19,28,
19,30,
19,31,
19,32,
19,33,
19,35,
19,36,
19,37,
19,38,
19,39,
19,42,
19,43,
19,44,
19,46,
19,49,
19,50,
19,51,
19,52,
19,53,
19,54,
19,55,
19,56,
19,57,
19,58,
19,60,
19,61,
19,62,
19,63,
19,64,
19,66,
19,67,
19,69,
19,70,
19,71,
19,73,
19,76,
19,80,
19,81,
19,82,
19,84,
19,87,
19,88,
19,90,
19,91,
19,92,
19,93,
19,94,
19,95,
19,96,
19,99,
19,100,
19,101,
19,102,
19,103,
19,104,
19,106,
19,107,
20,0,
20,1,
20,2,
20,3,
20,4,
20,5,
20,7,
20,8,
20,9,
20,10,
20,11,
20,12,
20,13,
20,14,
20,15,
20,16,
20,17,
20,18,
20,19,
20,20,
20,21,
20,22,
20,23,
20,25,
20,26,
20,27,
20,28,
20,30,
20,31,
20,32,
20,33,
20,34,
20,35,
20,36,
20,37,
20,38,
20,39,
20,41,
20,42,
20,43,
20,44,
20,45,
20,46,
20,49,
20,50,
20,51,
20,52,
20,53,
20,54,
20,55,
20,56,
20,57,
20,58,
20,59,
20,60,
20,61,
20,62,
20,63,
20,64,
20,66,
20,67,
20,68,
20,69,
20,70,
20,71,
20,73,
20,74,
20,76,
20,77,
20,79,
20,80,
20,81,
20,82,
20,83,
20,84,
20,85,
20,87,
20,88,
20,89,
20,90,
20,91,
20,92,
20,93,
20,94,
20,95,
20,96,
20,99,
20,100,
20,101,
20,102,
20,103,
20,104,
20,105,
20,106,
20,107,
21,1,
21,2,
21,3,
21,5,
21,7,
21,8,
21,9,
21,10,
21,11,
21,12,
21,13,
21,14,
21,15,
21,16,
21,17,
21,18,
21,19,
21,20,
21,21,
21,22,
21,23,
21,25,
21,26,
21,27,
21,28,
21,30,
21,31,
21,32,
21,33,
21,34,
21,35,
21,36,
21,37,
21,38,
21,39,
21,42,
21,43,
21,44,
21,45,
21,46,
21,49,
21,50,
21,51,
21,52,
21,53,
21,54,
21,55,
21,56,
21,57,
21,58,
21,60,
21,61,
21,62,
21,63,
21,64,
21,65,
21,66,
21,67,
21,68,
21,69,
21,71,
21,73,
21,74,
21,76,
21,80,
21,81,
21,82,
21,83,
21,84,
21,87,
21,88,
21,89,
21,90,
21,91,
21,92,
21,93,
21,94,
21,95,
21,96,
21,99,
21,100,
21,101,
21,102,
21,103,
21,104,
21,106,
21,107,
22,8,
22,9,
22,11,
22,12,
22,13,
22,15,
22,20,
22,21,
22,22,
22,23,
22,25,
22,30,
22,36,
22,44,
22,46,
22,51,
22,52,
22,53,
22,62,
22,63,
22,64,
22,67,
22,71,
22,73,
22,76,
22,82,
22,88,
22,94,
22,100,
22,103,
22,106,
23,1,
23,5,
23,7,
23,8,
23,9,
23,11,
23,12,
23,13,
23,14,
23,15,
23,16,
23,17,
23,19,
23,20,
23,21,
23,22,
23,23,
23,25,
23,26,
23,27,
23,30,
23,31,
23,32,
23,33,
23,34,
23,35,
23,36,
23,37,
23,38,
23,39,
23,41,
23,42,
23,44,
23,45,
23,46,
23,49,
23,50,
23,51,
23,52,
23,53,
23,55,
23,56,
23,57,
23,58,
23,60,
23,61,
23,62,
23,63,
23,64,
23,66,
23,67,
23,68,
23,69,
23,71,
23,72,
23,73,
23,74,
23,76,
23,77,
23,78,
23,79,
23,80,
23,81,
23,82,
23,83,
23,84,
23,85,
23,87,
23,90,
23,91,
23,93,
23,94,
23,95,
23,96,
23,99,
23,100,
23,101,
23,103,
23,104,
23,105,
23,106,
23,107,
24,5,
24,24,
24,27,
24,52,
24,60,
24,64,
24,73,
24,74,
24,76,
24,104,
24,106,
25,0,
25,1,
25,2,
25,3,
25,5,
25,7,
25,8,
25,9,
25,10,
25,11,
25,12,
25,13,
25,14,
25,15,
25,16,
25,17,
25,18,
25,19,
25,20,
25,21,
25,22,
25,23,
25,25,
25,26,
25,27,
25,28,
25,30,
25,31,
25,32,
25,33,
25,34,
25,35,
25,36,
25,37,
25,38,
25,39,
25,41,
25,42,
25,43,
25,44,
25,45,
25,46,
25,47,
25,49,
25,50,
25,51,
25,52,
25,53,
25,54,
25,55,
25,56,
25,57,
25,58,
25,59,
25,60,
25,61,
25,62,
25,63,
25,64,
25,65,
25,66,
25,67,
25,68,
25,69,
25,71,
25,72,
25,73,
25,74,
25,76,
25,77,
25,78,
25,79,
25,80,
25,81,
25,82,
25,83,
25,84,
25,87,
25,88,
25,89,
25,90,
25,91,
25,92,
25,93,
25,94,
25,95,
25,96,
25,98,
25,99,
25,100,
25,101,
25,102,
25,103,
25,104,
25,105,
25,106,
25,107,
26,0,
26,1,
26,2,
26,5,
26,7,
26,8,
26,9,
26,10,
26,11,
26,12,
26,13,
26,14,
26,15,
26,16,
26,17,
26,18,
26,19,
26,20,
26,21,
26,23,
26,25,
26,26,
26,27,
26,28,
26,29,
26,30,
26,31,
26,32,
26,33,
26,34,
26,35,
26,36,
26,37,
26,38,
26,39,
26,41,
26,42,
26,44,
26,46,
26,50,
26,51,
26,52,
26,53,
26,54,
26,55,
26,56,
26,57,
26,58,
26,60,
26,61,
26,63,
26,64,
26,65,
26,66,
26,67,
26,69,
26,70,
26,71,
26,73,
26,74,
26,76,
26,77,
26,79,
26,80,
26,81,
26,82,
26,83,
26,84,
26,87,
26,88,
26,89,
26,90,
26,91,
26,93,
26,94,
26,95,
26,96,
26,99,
26,100,
26,101,
26,102,
26,103,
26,104,
26,105,
26,106,
26,107,
27,0,
27,1,
27,2,
27,3,
27,5,
27,7,
27,8,
27,9,
27,10,
27,11,
27,12,
27,13,
27,15,
27,16,
27,17,
27,18,
27,19,
27,20,
27,21,
27,23,
27,24,
27,25,
27,26,
27,27,
27,28,
27,30,
27,31,
27,32,
27,33,
27,34,
27,35,
27,36,
27,37,
27,41,
27,42,
27,43,
27,44,
27,45,
27,46,
27,47,
27,49,
27,50,
27,51,
27,52,
27,53,
27,54,
27,55,
27,56,
27,57,
27,58,
27,60,
27,61,
27,62,
27,63,
27,64,
27,66,
27,67,
27,68,
27,69,
27,70,
27,71,
27,73,
27,76,
27,77,
27,80,
27,81,
27,82,
27,83,
27,84,
27,87,
27,88,
27,89,
27,90,
27,91,
27,93,
27,94,
27,95,
27,96,
27,99,
27,100,
27,102,
27,103,
27,104,
27,106,
27,107,
28,0,
28,1,
28,2,
28,7,
28,8,
28,9,
28,12,
28,15,
28,18,
28,19,
28,20,
28,21,
28,25,
28,26,
28,27,
28,28,
28,30,
28,31,
28,33,
28,36,
28,37,
28,46,
28,52,
28,53,
28,55,
28,56,
28,60,
28,63,
28,64,
28,66,
28,69,
28,73,
28,80,
28,82,
28,88,
28,89,
28,91,
28,93,
28,96,
28,102,
28,103,
28,104,
28,106,
29,11,
29,15,
29,26,
29,29,
29,30,
29,36,
29,58,
29,59,
29,76,
29,101,
29,106,
30,0,
30,1,
30,2,
30,5,
30,7,
30,8,
30,9,
30,10,
30,11,
30,12,
30,13,
30,15,
30,16,
30,17,
30,18,
30,19,
30,20,
30,21,
30,22,
30,23,
30,25,
30,26,
30,27,
30,28,
30,29,
30,30,
30,31,
30,32,
30,33,
30,34,
30,35,
30,36,
30,37,
30,38,
30,39,
30,42,
30,44,
30,45,
30,46,
30,49,
30,50,
30,51,
30,52,
30,53,
30,54,
30,55,
30,56,
30,57,
30,58,
30,60,
30,61,
30,62,
30,63,
30,64,
30,65,
30,66,
30,67,
30,68,
30,69,
30,71,
30,72,
30,73,
30,74,
30,76,
30,77,
30,79,
30,80,
30,81,
30,82,
30,83,
30,84,
30,85,
30,87,
30,88,
30,89,
30,90,
30,91,
30,93,
30,94,
30,95,
30,96,
30,99,
30,100,
30,101,
30,102,
30,103,
30,104,
30,105,
30,106,
30,107,
31,0,
31,1,
31,2,
31,4,
31,5,
31,7,
31,8,
31,9,
31,11,
31,12,
31,15,
31,16,
31,19,
31,20,
31,21,
31,23,
31,25,
31,26,
31,27,
31,28,
31,30,
31,31,
31,33,
31,34,
31,35,
31,36,
31,37,
31,44,
31,46,
31,47,
31,50,
31,51,
31,52,
31,53,
31,54,
31,55,
31,56,
31,57,
31,60,
31,63,
31,64,
31,66,
31,67,
31,69,
31,73,
31,74,
31,76,
31,80,
31,82,
31,84,
31,88,
31,89,
31,90,
31,91,
31,93,
31,94,
31,95,
31,96,
31,99,
31,100,
31,101,
31,102,
31,103,
31,104,
31,106,
31,107,
32,1,
32,7,
32,8,
32,9,
32,11,
32,12,
32,13,
32,14,
32,15,
32,16,
32,19,
32,20,
32,21,
32,23,
32,25,
32,26,
32,27,
32,30,
32,32,
32,35,
32,36,
32,42,
32,44,
32,45,
32,46,
32,49,
32,50,
32,51,
32,52,
32,53,
32,54,
32,55,
32,56,
32,57,
32,58,
32,60,
32,62,
32,64,
32,67,
32,68,
32,71,
32,73,
32,80,
32,81,
32,82,
32,84,
32,87,
32,90,
32,94,
32,99,
32,100,
32,103,
32,104,
32,106,
32,107,
33,0,
33,2,
33,7,
33,8,
33,9,
33,11,
33,12,
33,15,
33,16,
33,19,
33,20,
33,21,
33,23,
33,25,
33,26,
33,27,
33,28,
33,30,
33,31,
33,33,
33,35,
33,36,
33,42,
33,44,
33,46,
33,50,
33,51,
33,52,
33,53,
33,55,
33,56,
33,58,
33,63,
33,64,
33,66,
33,67,
33,69,
33,73,
33,80,
33,82,
33,84,
33,87,
33,88,
33,89,
33,91,
33,102,
33,103,
33,104,
33,106,
34,7,
34,8,
34,9,
34,11,
34,12,
34,15,
34,20,
34,21,
34,23,
34,25,
34,26,
34,27,
34,30,
34,31,
34,34,
34,36,
34,42,
34,46,
34,50,
34,51,
34,52,
34,53,
34,55,
34,56,
34,57,
34,63,
34,64,
34,66,
34,67,
34,73,
34,76,
34,80,
34,87,
34,88,
34,89,
34,91,
34,100,
34,102,
34,103,
34,106,
35,1,
35,7,
35,8,
35,9,
35,10,
35,11,
35,12,
35,13,
35,14,
35,15,
35,16,
35,17,
35,18,
35,19,
35,20,
35,21,
35,23,
35,25,
35,26,
35,27,
35,30,
35,31,
35,32,
35,33,
35,35,
35,36,
35,37,
35,38,
35,42,
35,44,
35,45,
35,46,
35,49,
35,50,
35,51,
35,52,
35,53,
35,54,
35,56,
35,57,
35,58,
35,60,
35,61,
35,62,
35,63,
35,64,
35,66,
35,67,
35,68,
35,69,
35,71,
35,73,
35,76,
35,80,
35,81,
35,82,
35,83,
35,84,
35,87,
35,88,
35,89,
35,90,
35,91,
35,92,
35,94,
35,95,
35,99,
35,100,
35,103,
35,104,
35,106,
35,107,
36,0,
36,1,
36,7,
36,8,
36,9,
36,10,
36,11,
36,12,
36,13,
36,15,
36,16,
36,17,
36,18,
36,19,
36,20,
36,21,
36,22,
36,23,
36,25,
36,26,
36,27,
36,28,
36,29,
36,30,
36,31,
36,32,
36,33,
36,34,
36,35,
36,36,
36,37,
36,38,
36,39,
36,41,
36,42,
36,44,
36,46,
36,49,
36,50,
36,51,
36,52,
36,53,
36,54,
36,55,
36,56,
36,57,
36,58,
36,59,
36,60,
36,61,
36,62,
36,63,
36,64,
36,66,
36,67,
36,69,
36,71,
36,73,
36,76,
36,77,
36,79,
36,80,
36,81,
36,82,
36,83,
36,84,
36,85,
36,87,
36,88,
36,89,
36,90,
36,91,
36,93,
36,94,
36,95,
36,99,
36,100,
36,101,
36,103,
36,104,
36,106,
36,107,
37,1,
37,3,
37,5,
37,7,
37,8,
37,9,
37,10,
37,11,
37,12,
37,13,
37,15,
37,16,
37,17,
37,19,
37,20,
37,21,
37,23,
37,25,
37,26,
37,27,
37,28,
37,30,
37,31,
37,35,
37,36,
37,37,
37,39,
37,44,
37,45,
37,46,
37,49,
37,50,
37,51,
37,52,
37,53,
37,54,
37,56,
37,57,
37,60,
37,62,
37,63,
37,64,
37,65,
37,66,
37,67,
37,68,
37,69,
37,71,
37,73,
37,74,
37,76,
37,79,
37,80,
37,82,
37,83,
37,84,
37,87,
37,88,
37,89,
37,90,
37,91,
37,92,
37,93,
37,94,
37,95,
37,96,
37,98,
37,99,
37,100,
37,101,
37,102,
37,103,
37,104,
37,106,
38,1,
38,7,
38,8,
38,9,
38,11,
38,12,
38,13,
38,15,
38,16,
38,19,
38,20,
38,21,
38,23,
38,25,
38,26,
38,30,
38,35,
38,36,
38,38,
38,42,
38,44,
38,46,
38,49,
38,50,
38,52,
38,53,
38,54,
38,56,
38,57,
38,58,
38,60,
38,62,
38,63,
38,64,
38,67,
38,68,
38,71,
38,73,
38,76,
38,80,
38,82,
38,84,
38,88,
38,91,
38,92,
38,99,
38,100,
38,103,
38,104,
38,106,
38,107,
39,5,
39,8,
39,11,
39,12,
39,13,
39,15,
39,16,
39,17,
39,18,
39,19,
39,20,
39,21,
39,23,
39,25,
39,26,
39,30,
39,36,
39,37,
39,39,
39,41,
39,42,
39,46,
39,50,
39,51,
39,52,
39,55,
39,56,
39,57,
39,58,
39,59,
39,63,
39,64,
39,66,
39,67,
39,68,
39,73,
39,74,
39,76,
39,77,
39,79,
39,82,
39,90,
39,91,
39,93,
39,94,
39,95,
39,96,
39,98,
39,100,
39,101,
39,103,
39,104,
39,106,
39,107,
41,7,
41,9,
41,11,
41,12,
41,15,
41,16,
41,20,
41,23,
41,25,
41,26,
41,27,
41,36,
41,39,
41,41,
41,44,
41,46,
41,51,
41,55,
41,59,
41,60,
41,63,
41,64,
41,67,
41,69,
41,73,
41,76,
41,80,
41,81,
41,88,
41,91,
41,94,
41,102,
41,103,
41,104,
41,106,
41,107,
42,1,
42,7,
42,8,
42,9,
42,10,
42,11,
42,12,
42,13,
42,15,
42,16,
42,17,
42,19,
42,20,
42,21,
42,23,
42,25,
42,26,
42,27,
42,30,
42,32,
42,33,
42,34,
42,35,
42,36,
42,38,
42,39,
42,42,
42,44,
42,45,
42,46,
42,49,
42,50,
42,51,
42,52,
42,53,
42,54,
42,56,
42,57,
42,58,
42,60,
42,62,
42,63,
42,64,
42,66,
42,67,
42,71,
42,73,
42,74,
42,76,
42,80,
42,81,
42,82,
42,83,
42,84,
42,85,
42,87,
42,88,
42,90,
42,91,
42,92,
42,94,
42,99,
42,100,
42,101,
42,103,
42,104,
42,105,
42,106,
42,107,
43,1,
43,7,
43,9,
43,11,
43,12,
43,13,
43,19,
43,20,
43,21,
43,25,
43,27,
43,43,
43,46,
43,52,
43,53,
43,60,
43,61,
43,63,
43,64,
43,73,
43,83,
43,87,
43,90,
43,103,
43,104,
43,106,
44,1,
44,3,
44,5,
44,7,
44,8,
44,9,
44,10,
44,11,
44,12,
44,13,
44,14,
44,15,
44,16,
44,17,
44,18,
44,19,
44,20,
44,21,
44,22,
44,23,
44,25,
44,26,
44,27,
44,30,
44,31,
44,32,
44,33,
44,35,
44,36,
44,37,
44,38,
44,41,
44,42,
44,44,
44,45,
44,46,
44,49,
44,50,
44,51,
44,52,
44,53,
44,54,
44,56,
44,57,
44,58,
44,60,
44,61,
44,62,
44,63,
44,64,
44,66,
44,67,
44,68,
44,69,
44,71,
44,72,
44,73,
44,76,
44,80,
44,81,
44,82,
44,83,
44,84,
44,85,
44,87,
44,88,
44,89,
44,90,
44,91,
44,93,
44,94,
44,95,
44,96,
44,99,
44,100,
44,101,
44,103,
44,104,
44,106,
44,107,
45,1,
45,7,
45,9,
45,11,
45,12,
45,13,
45,15,
45,16,
45,20,
45,21,
45,23,
45,25,
45,27,
45,30,
45,32,
45,35,
45,37,
45,42,
45,44,
45,45,
45,46,
45,51,
45,52,
45,53,
45,57,
45,58,
45,60,
45,63,
45,64,
45,66,
45,67,
45,68,
45,71,
45,73,
45,76,
45,80,
45,81,
45,82,
45,90,
45,99,
45,100,
45,104,
45,106,
46,0,
46,1,
46,2,
46,3,
46,4,
46,5,
46,7,
46,8,
46,9,
46,10,
46,11,
46,12,
46,13,
46,15,
46,16,
46,17,
46,18,
46,19,
46,20,
